日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20161230,8705,岡藤ホールディングス,JASDAQ(スタンダード・内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20161230,8706,極東証券,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,6,TOPIX Small 1
20161230,8707,岩井コスモホールディングス,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20161230,8708,藍澤證券,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,6,TOPIX Small 1
20161230,8709,インヴァスト証券,JASDAQ(スタンダード・内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20161230,8713,フィデアホールディングス,市場第一部（内国株）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20161230,8714,池田泉州ホールディングス,市場第一部（内国株）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20161230,8715,アニコム　ホールディングス,市場第一部（内国株）,7150,保険業,16,金融（除く銀行） ,6,TOPIX Small 1
20161230,8721,ベンチャー・リヴァイタライズ証券投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,市場第一部（内国株）,7150,保険業,16,金融（除く銀行） ,2,TOPIX Large70
20161230,8728,マネースクウェアＨＤ,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20161230,8729,ソニーフィナンシャルホールディングス,市場第一部（内国株）,7150,保険業,16,金融（除く銀行） ,4,TOPIX Mid400
20161230,8732,マネーパートナーズグループ,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20161230,8737,あかつき本社,市場第二部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20161230,8739,スパークス・グループ,JASDAQ(スタンダード・内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20161230,8740,フジトミ,JASDAQ(スタンダード・内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20161230,8742,小林洋行,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20161230,8746,第一商品,JASDAQ(スタンダード・内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20161230,8747,豊商事,JASDAQ(スタンダード・内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20161230,8750,第一生命ホールディングス,市場第一部（内国株）,7150,保険業,16,金融（除く銀行） ,2,TOPIX Large70
20161230,8766,東京海上ホールディングス,市場第一部（内国株）,7150,保険業,16,金融（除く銀行） ,1,TOPIX Core30
20161230,8769,アドバンテッジリスクマネジメント,JASDAQ(スタンダード・内国株）,7150,保険業,16,金融（除く銀行） ,-,-
20161230,8771,イー・ギャランティ,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,7,TOPIX Small 2
20161230,8772,アサックス,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,7,TOPIX Small 2
20161230,8783,ＧＦＡ,JASDAQ(スタンダード・内国株）,7200,その他金融業,16,金融（除く銀行） ,-,-
20161230,8787,ＵＣＳ,JASDAQ(スタンダード・内国株）,7200,その他金融業,16,金融（除く銀行） ,-,-
20161230,8789,フィンテック　グローバル,マザーズ（内国株）,7200,その他金融業,16,金融（除く銀行） ,-,-
20161230,8793,ＮＥＣキャピタルソリューション,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,7,TOPIX Small 2
20161230,8795,Ｔ＆Ｄホールディングス,市場第一部（内国株）,7150,保険業,16,金融（除く銀行） ,2,TOPIX Large70
20161230,8798,アドバンスクリエイト,市場第一部（内国株）,7150,保険業,16,金融（除く銀行） ,7,TOPIX Small 2
20161230,8801,三井不動産,市場第一部（内国株）,8050,不動産業,17,不動産 ,1,TOPIX Core30
20161230,8802,三菱地所,市場第一部（内国株）,8050,不動産業,17,不動産 ,1,TOPIX Core30
20161230,8803,平和不動産,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20161230,8804,東京建物,市場第一部（内国株）,8050,不動産業,17,不動産 ,4,TOPIX Mid400
20161230,8806,ダイビル,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20161230,8818,京阪神ビルディング,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,8830,住友不動産,市場第一部（内国株）,8050,不動産業,17,不動産 ,2,TOPIX Large70
20161230,8835,太平洋興発,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20161230,8836,ＲＩＳＥ,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8840,大京,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20161230,8841,テーオーシー,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,8842,東京楽天地,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,8844,コスモスイニシア,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8848,レオパレス２１,市場第一部（内国株）,8050,不動産業,17,不動産 ,4,TOPIX Mid400
20161230,8850,スターツコーポレーション,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20161230,8851,アーバンライフ,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8854,日住サービス,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8860,フジ住宅,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,8864,空港施設,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,8869,明和地所,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,8870,住友不動産販売,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20161230,8871,ゴールドクレスト,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20161230,8876,リログループ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20161230,8877,日本エスリード,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,8881,日神不動産,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,8885,ラ・アトレ,JASDAQ(グロース・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8886,ウッドフレンズ,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8887,リベレステ,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8889,アパマンショップホールディングス,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8890,レーサム,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8891,エムジーホーム,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8892,日本エスコン,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,8893,新日本建物,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8894,原弘産,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8897,タカラレーベン,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20161230,8898,センチュリー２１・ジャパン,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8903,サンウッド,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8904,サンヨーハウジング名古屋,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,8905,イオンモール,市場第一部（内国株）,8050,不動産業,17,不動産 ,4,TOPIX Mid400
20161230,8908,毎日コムネット,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8909,シノケングループ,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8912,エリアクエスト,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8914,エリアリンク,マザーズ（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8917,ファースト住建,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,8918,ランド,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,8920,東祥,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20161230,8922,日本アセットマーケティング,マザーズ（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8923,トーセイ,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20161230,8925,アルデプロ,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8927,明豊エンタープライズ,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8928,穴吹興産,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,8929,青山財産ネットワークス,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8931,和田興産,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8933,エヌ・ティ・ティ都市開発,市場第一部（内国株）,8050,不動産業,17,不動産 ,4,TOPIX Mid400
20161230,8934,サンフロンティア不動産,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20161230,8935,エフ・ジェー・ネクスト,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,8938,ＬＣホールディングス,JASDAQ(グロース・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8940,インテリックス,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,8944,ランドビジネス,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,8945,日本社宅サービス,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8946,ＡＳＩＡＮ　ＳＴＡＲ,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8951,日本ビルファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8952,ジャパンリアルエステイト投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8953,日本リテールファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8954,オリックス不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8955,日本プライムリアルティ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8956,プレミア投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8957,東急リアル・エステート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8958,グローバル・ワン不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8960,ユナイテッド・アーバン投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8961,森トラスト総合リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8963,インヴィンシブル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8964,フロンティア不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8966,平和不動産リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8967,日本ロジスティクスファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8968,福岡リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8972,ケネディクス・オフィス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8973,積水ハウス・ＳＩ　レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8975,いちごオフィスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8976,大和証券オフィス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8977,阪急リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8979,スターツプロシード投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8984,大和ハウスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8985,ジャパン・ホテル・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8986,日本賃貸住宅投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8987,ジャパンエクセレント投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,8995,誠建設工業,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20161230,8999,グランディハウス,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20161230,9001,東武鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9003,相鉄ホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9005,東京急行電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9006,京浜急行電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9007,小田急電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9008,京王電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9009,京成電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9010,富士急行,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,6,TOPIX Small 1
20161230,9012,秩父鉄道,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9014,新京成電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9017,新潟交通,市場第二部（内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9020,東日本旅客鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,1,TOPIX Core30
20161230,9021,西日本旅客鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,2,TOPIX Large70
20161230,9022,東海旅客鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,1,TOPIX Core30
20161230,9024,西武ホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9025,鴻池運輸,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,6,TOPIX Small 1
20161230,9028,ゼロ,市場第二部（内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9029,ヒガシトゥエンティワン,市場第二部（内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9031,西日本鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9033,広島電鉄,市場第二部（内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9034,南総通運,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9036,東部ネットワーク,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9037,ハマキョウレックス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9039,サカイ引越センター,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,6,TOPIX Small 1
20161230,9041,近鉄グループホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9042,阪急阪神ホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9044,南海電気鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9045,京阪ホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9046,神戸電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9048,名古屋鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9049,京福電気鉄道,市場第二部（内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9051,センコン物流,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9052,山陽電気鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9055,アルプス物流,市場第二部（内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9057,遠州トラック,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9058,トランコム,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,6,TOPIX Small 1
20161230,9059,カンダホールディングス,市場第二部（内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9060,日本ロジテム,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9062,日本通運,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9063,岡山県貨物運送,市場第二部（内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9064,ヤマトホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,2,TOPIX Large70
20161230,9065,山九,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9066,日新,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9067,丸運,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9068,丸全昭和運輸,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9069,センコー,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,6,TOPIX Small 1
20161230,9070,トナミホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9072,ニッコンホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9073,京極運輸商事,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9074,日本石油輸送,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9075,福山通運,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9076,セイノーホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9081,神奈川中央交通,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9082,大和自動車交通,市場第二部（内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9083,神姫バス,市場第二部（内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9086,日立物流,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,6,TOPIX Small 1
20161230,9087,タカセ,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流 ,-,-
20161230,9090,丸和運輸機関,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9099,Ｃ＆Ｆロジホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9101,日本郵船,市場第一部（内国株）,5100,海運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9104,商船三井,市場第一部（内国株）,5100,海運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9107,川崎汽船,市場第一部（内国株）,5100,海運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9110,ＮＳユナイテッド海運,市場第一部（内国株）,5100,海運業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9115,明治海運,市場第一部（内国株）,5100,海運業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9119,飯野海運,市場第一部（内国株）,5100,海運業,12,運輸・物流 ,6,TOPIX Small 1
20161230,9127,玉井商船,市場第二部（内国株）,5100,海運業,12,運輸・物流 ,-,-
20161230,9130,共栄タンカー,市場第一部（内国株）,5100,海運業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9133,東栄リーファーライン,JASDAQ(スタンダード・内国株）,5100,海運業,12,運輸・物流 ,-,-
20161230,9142,九州旅客鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9171,栗林商船,市場第二部（内国株）,5100,海運業,12,運輸・物流 ,-,-
20161230,9173,東海汽船,市場第二部（内国株）,5100,海運業,12,運輸・物流 ,-,-
20161230,9176,佐渡汽船,JASDAQ(スタンダード・内国株）,5100,海運業,12,運輸・物流 ,-,-
20161230,9179,川崎近海汽船,市場第二部（内国株）,5100,海運業,12,運輸・物流 ,-,-
20161230,9193,東京汽船,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,-,-
20161230,9201,日本航空,市場第一部（内国株）,5150,空運業,12,運輸・物流 ,2,TOPIX Large70
20161230,9202,ＡＮＡホールディングス,市場第一部（内国株）,5150,空運業,12,運輸・物流 ,2,TOPIX Large70
20161230,9206,スターフライヤー,市場第二部（内国株）,5150,空運業,12,運輸・物流 ,-,-
20161230,9232,パスコ,市場第一部（内国株）,5150,空運業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9233,アジア航測,市場第二部（内国株）,5150,空運業,12,運輸・物流 ,-,-
20161230,9281,タカラレーベン・インフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,9282,いちごグリーンインフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20161230,9301,三菱倉庫,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9302,三井倉庫ホールディングス,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,6,TOPIX Small 1
20161230,9303,住友倉庫,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9304,澁澤倉庫,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9305,ヤマタネ,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20161230,9306,東陽倉庫,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9307,杉村倉庫,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,-,-
20161230,9308,乾汽船,市場第一部（内国株）,5100,海運業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9310,日本トランスシティ,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9311,アサガミ,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,-,-
20161230,9312,ケイヒン,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9313,丸八倉庫,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,-,-
20161230,9318,アジア開発キャピタル,市場第二部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20161230,9319,中央倉庫,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9322,川西倉庫,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,-,-
20161230,9324,安田倉庫,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9351,東洋埠頭,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9353,櫻島埠頭,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,-,-
20161230,9355,リンコーコーポレーション,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,-,-
20161230,9358,宇徳,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9360,鈴与シンワート,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,9361,伏木海陸運送,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,-,-
20161230,9362,兵機海運,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,-,-
20161230,9363,大運,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,-,-
20161230,9364,上組,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,4,TOPIX Mid400
20161230,9365,トレーディア,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,-,-
20161230,9366,サンリツ,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9367,大東港運,JASDAQ(スタンダード・内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,-,-
20161230,9368,キムラユニティー,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9369,キユーソー流通システム,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9370,郵船ロジスティクス,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9373,ニッコウトラベル,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20161230,9375,近鉄エクスプレス,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,6,TOPIX Small 1
20161230,9376,ユーラシア旅行社,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20161230,9377,エージーピー,JASDAQ(スタンダード・内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,-,-
20161230,9380,東海運,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9381,エーアイテイー,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9384,内外トランスライン,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,7,TOPIX Small 2
20161230,9385,ショーエイコーポレーション,JASDAQ(グロース・内国株）,3200,化学,4,素材・化学 ,-,-
20161230,9386,日本コンセプト,市場第二部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,-,-
20161230,9399,新華ホールディングス・リミテッド（新華控股有限公司）,市場第二部（外国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20161230,9401,東京放送ホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20161230,9404,日本テレビホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20161230,9405,朝日放送,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
